QuestionId,AnswerType,AnswerText,MisconceptionId
512,C,"![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""+ 3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""3 + 2p"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has  ""✕ 2"" written inside the next rectangle, ""+ 3""  written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(3 + p)"" written inside it.]()",77.0
512,D,"![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""+ 3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""3 + 2p"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""+ 3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(3 + p)"" written inside it.]()",77.0
513,A,Only step \( 1 \),1214.0
513,B,Only step \( 2 \),1214.0
513,C,Both steps are correct,1214.0
513,D,Both steps are incorrect,
514,A,\( \frac{40 \times 25}{2} \),590.0
514,B,\( \frac{40 \times 25 \times 15}{2} \),1985.0
514,C,\( \frac{40 \times 15}{2} \),
514,D,\( \frac{20 \times 15}{2} \),1333.0
515,A,\( \left(\begin{array}{c}-5 \\ 3\end{array}\right) \),
515,B,\( \left(\begin{array}{c}5 \\ -3\end{array}\right) \),905.0
515,C,\( \left(\begin{array}{c}-3 \\ 5\end{array}\right) \),
515,D,\( \left(\begin{array}{c}3 \\ -5\end{array}\right) \),1265.0
516,A,\( y=2 x+1 \),1108.0
516,B,\( y=x+2 \),
516,C,\( y=2 x-1 \),
516,D,\( y=2 x \),
517,A,£5.70,1533.0
517,B,£4.80,
517,C,£5.80,
517,D,£4.70,1383.0
518,A,\( 22.5^{\circ} \),2499.0
518,B,\( 120^{\circ} \),
518,C,\( 135^{\circ} \),
518,D,\( 45^{\circ} \),28.0
519,A,\( 8 a b c \),
519,B,\( 3 a c-2 b \),
519,C,\( 3 a c \),220.0
519,D,\( 3 a-2 \),577.0
520,A,\( 0.35 \),
520,B,\( 0.17 \),1730.0
520,C,\( 0.37 \),
520,D,\( 0.152 \),1730.0
521,A,\( 8 \),108.0
521,B,\( 9 \),1055.0
521,C,\( 12 \),1737.0
521,D,\( 10 \),
522,A,\( 10 \) hours,161.0
522,B,\( 8 \) hours and \( 20 \) minutes,
522,C,\( 13 \) hours and \( 20 \) minutes,
522,D,\( 13 \) hours and \( 33 \) minutes,161.0
523,A,"![A function machine which has 4 parts joined by arrows pointing from left to right. ""y"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""✕ 5"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""+ 1"" written inside it, followed by a horizontal arrow pointing to ""𝑥""]()",
523,B,"![A function machine which has 4 parts joined by arrows pointing from left to right. ""𝑥"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""✕ 5"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""+ 1"" written inside it, followed by a horizontal arrow pointing to ""y""]()",2488.0
523,C,"![A function machine which has 4 parts joined by arrows pointing from left to right. ""y"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""+ 1"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""✕ 5"" written inside it, followed by a horizontal arrow pointing to ""𝑥""]()",940.0
523,D,"![A function machine which has 4 parts joined by arrows pointing from left to right. ""𝑥"" is the first part, written on the left, followed by a horizontal arrow pointing to a rectangle that has ""+ 1"" written inside it, followed by a horizontal arrow pointing to a rectangle that has ""✕ 5"" written inside it, followed by a horizontal arrow pointing to ""y""]()",
524,A,\( \begin{array}{c}x=10 \\ y=2\end{array} \),2487.0
524,B,\( \begin{array}{l}x=10 \\ y=-2\end{array} \),2230.0
524,C,\( \begin{array}{c}x=8 \\ y=12\end{array} \),
524,D,\( \begin{array}{l}x=-8 \\ y=12\end{array} \),2230.0
525,A,\( \frac{99}{20} \),687.0
525,B,\( 4 \frac{19}{20} \),
525,C,\( \frac{99}{40} \),217.0
525,D,\( 4 \frac{8}{14} \),907.0
526,A,\( 3 \),2303.0
526,B,\( 4 \),2303.0
526,C,\( 8 \),
526,D,\( 9 \),251.0
527,A,\( E \),620.0
527,B,FEC,1669.0
527,C,CGE,1906.0
527,D,CEG,
528,A,\( 1 \times 30 \),1535.0
528,B,\( 2 \times 15 \),1535.0
528,C,\( 3 \times 10 \),
528,D,\( 5 \times 6 \),1535.0
529,A,\( \begin{array}{llll}\frac{3}{4} & \frac{1}{2} & \frac{2}{6} & \frac{1}{12}\end{array} \),2212.0
529,B,\( \begin{array}{llll}\frac{1}{2} & \frac{3}{4} & \frac{2}{6} & \frac{1}{12}\end{array} \),296.0
529,C,\( \frac{1}{12} \quad \frac{2}{6} \quad \frac{1}{2} \quad \frac{3}{4} \),
529,D,\( \begin{array}{llll}\frac{1}{2} & \frac{1}{12} & \frac{2}{6} & \frac{3}{4}\end{array} \),1667.0
530,A,\( 10 \),732.0
530,B,\( 12 \),461.0
530,C,\( 6 \),
530,D,\( 18 \),2198.0
531,A,\( 60 \),
531,B,\( 45 \),
531,C,\( 90 \),1595.0
531,D,\( 75 \),
532,A,"\( (0,1) \)",2464.0
532,B,"\( (4,1) \)",2464.0
532,C,"\( (-2,1) \)",
532,D,"\( (-2,-3) \)",2464.0
533,A,\( \frac{10 y}{x^{3}} \),
533,B,\( \frac{5 x+10 y}{x^{2}} \),1549.0
533,C,\( \frac{10 y}{3 x} \),438.0
533,D,\( \frac{10 x y}{x^{2}} \),
534,A,\( -2 h=9 \),2566.0
534,B,\( -2 h=15 \),2566.0
534,C,\( 4 h=9 \),2566.0
534,D,\( 4 h=15 \),
535,A,\( 2 \frac{5}{28} \),2119.0
535,B,\( 2 \frac{1}{3} \),
535,C,\( 1 \frac{23}{28} \),
535,D,\( \frac{51}{28} \),687.0
536,A,Only Tom,
536,B,Only Katie,1602.0
536,C,Both Tom and Katie,
536,D,Neither is correct,1488.0
537,A,\( 2.5505 \ldots \),
537,B,\( 2.243 \ldots \),2392.0
537,C,\( 5.136 \ldots \),2392.0
537,D,\( 3.1101 \ldots \),1157.0
538,A,\( 14 \mathrm{~cm} \),
538,B,\( 343 \mathrm{~cm} \),2415.0
538,C,\( 112 \mathrm{~cm} \),2302.0
538,D,\( 98 \mathrm{~cm} \),
539,A,\( 1.5 \mathrm{~cm} \),
539,B,\( 4 \mathrm{~cm} \),1815.0
539,C,\( 96 \mathrm{~cm} \),545.0
539,D,Not enough information,255.0
540,A,\( 10.8 \),1809.0
540,B,\( 12 \),2542.0
540,C,\( 270 \),1705.0
540,D,\( 300 \),
541,A,\( > \),1880.0
541,B,\( < \),
541,C,\( = \),
541,D,\( \approx \),
542,A,Variable,2209.0
542,B,Expression,
542,C,Equation,1834.0
542,D,Term,661.0
543,A,Only Tom,1572.0
543,B,Only Katie,1990.0
543,C,Both Tom and Katie,
543,D,Neither is correct,
544,A,\( 0 \),576.0
544,B,\( 1 \),
544,C,\( 2 \),2210.0
544,D,\( 4 \),226.0
545,A,10:12,1902.0
545,B,\( 12: 50 \),685.0
545,C,00:50,685.0
545,D,\( 23: 50 \),
546,A,\( 21 \),
546,B,\( 5 \),2297.0
546,C,\( 28 \),507.0
546,D,\( 10 \),2343.0
547,A,\( 5 \),1606.0
547,B,\( -5 \),
547,C,\( 14 \),2479.0
547,D,\( -14 \),
548,A,\( 333 \% \),2191.0
548,B,\( 30 \% \),2132.0
548,C,\( 3 \% \),
548,D,\( 60 \% \),2039.0
549,A,\( 5: 13 \),1986.0
549,B,\( 8: 5 \),
549,C,\( 8: 13 \),1986.0
549,D,\( 5: 8 \),105.0
550,A,"Only
Tom",328.0
550,B,Only Katie,1507.0
550,C,Both Tom and Katie,
550,D,Neither is correct,
551,A,"Only
Jo",1703.0
551,B,"Only
Paul",2535.0
551,C,Both Jo and Paul,
551,D,Neither is correct,
552,A,\( t^{2}-16=0 \),547.0
552,B,\( t^{2}-16 t=0 \),
552,C,\( t^{2}-8 t-16=0 \),
552,D,\( t^{2}-8 t+16=0 \),
553,A,\( \frac{29}{35} \),1128.0
553,B,\( \frac{14}{15} \),
553,C,\( \frac{1}{35} \),1128.0
553,D,\( \frac{6}{35} \),1128.0
554,A,\( -\frac{1}{2} \),2095.0
554,B,\( \frac{1}{2} \),
554,C,\( -\frac{3}{2} \),1704.0
554,D,\( -\frac{2}{3} \),
555,A,\( 6 \mathrm{~mm} \),
555,B,\( 1296 \mathrm{~mm} \),
555,C,\( 18 \mathrm{~mm} \),734.0
555,D,\( 9 \mathrm{~mm} \),1678.0
556,A,\( +9 \),1134.0
556,B,\( \times 9 \),1214.0
556,C,\( \div 9 \),
556,D,\( -9 \),1190.0
557,A,\( 50 \),2095.0
557,B,\( 38 \),
557,C,\( 12 \),
557,D,\( 45 \),
558,A,\( t+2 \),
558,B,\( t-1 \),1755.0
558,C,\( t-2 \),1755.0
558,D,Does not simplify,167.0
559,A,All sides equal,
559,B,All sides and all angles equal,527.0
559,C,A right angle,527.0
559,D,All angles equal,527.0
560,A,\( 17 \),2356.0
560,B,\( 9 \),
560,C,\( 5 \),
560,D,\( 25 \),
561,A,"Translation by vector
\(\left[\begin{array}{l}
0 \\
1
\end{array}\right]\)",
561,B,"Translation by vector
\(\left[\begin{array}{l}
0 \\
-1
\end{array}\right]\)",2380.0
561,C,"Translation by vector
\(\left[\begin{array}{l}
1 \\
0
\end{array}\right]\)",1312.0
561,D,"Translation by vector
\(\left[\begin{array}{l}
-1 \\
0
\end{array}\right]\)",362.0
562,A,\( 6.55 \),2433.0
562,B,\( 4.27 \),
562,C,\( 5 \),2433.0
562,D,\( 3.82 \),
563,A,\( r=\frac{p+5}{3} \),
563,B,\( r=p+5 \div 3 \),2586.0
563,C,\( r=\frac{p-5}{3} \),1971.0
563,D,\( r=p-5 \div 3 \),
564,A,\( 5 m+35 \),974.0
564,B,\( -5 m-35 \),1597.0
564,C,\( -5 m+35 \),
564,D,\( 5 m-35 \),
565,A,\( 1024 \),
565,B,\( \frac{80}{32} \),
565,C,\( 20 \),823.0
565,D,\( 40 \),1072.0
566,A,Only Tom,
566,B,Only Katie,483.0
566,C,Both Tom and Katie,483.0
566,D,Neither is correct,
567,A,\( x+2 \),
567,B,\( -2 x \),
567,C,\( x-2 \),2143.0
567,D,\( +2 x \),583.0
568,A,\( 7 \),
568,B,\( 8 \),
568,C,\( 9 \),
568,D,\( 49 \),2154.0
569,A,\( 70^{\circ} \),
569,B,\( 110^{\circ} \),236.0
569,C,\( 290^{\circ} \),48.0
569,D,\( 220^{\circ} \),
570,A,\( 11 \),262.0
570,B,\( 66 \),
570,C,\( 16 \),1079.0
570,D,\( 132 \),2003.0
571,A,\( 650 \),1861.0
571,B,\( 620 \),
571,C,\( 640 \),
571,D,\( 600 \),1163.0
572,A,\( 600 \),
572,B,\( 700 \),2392.0
572,C,\( 620 \),1248.0
572,D,\( 650 \),1988.0
573,A,\( x=-27 \),
573,B,\( y=-5 \),
573,C,\( y=\frac{1}{5} \),
573,D,\( y=-\frac{1}{5} \),2214.0
574,A,![Net showing a square and four triangles](),
574,B,![Net showing a square and four rectangles](),690.0
574,C,![Net showing two squares and four rectangles](),690.0
574,D,![Net showing three squares and two triangles](),690.0
575,A,\( 12 \),2234.0
575,B,\( 48 \),2234.0
575,C,\( 8 \),
575,D,\( 3 \),
576,A,\( 34590.8 \),1379.0
576,B,\( 30000 \),2392.0
576,C,\( 34591.9 \),1675.0
576,D,\( 34590.9 \),
577,A,\( \pi \),2537.0
577,B,\( \frac{1}{\pi} \),2537.0
577,C,Both,2537.0
577,D,Neither,
578,A,\( (p+2)(p+1) \),2256.0
578,B,\( (p+3)(p+1) \),1535.0
578,C,\( (p+3)(p-1) \),418.0
578,D,Does not factorise,
579,A,\( 10 \),
579,B,\( 6 \),
579,C,\( 5 \),
579,D,\( 20 \),11.0
580,A,"Only
Tom",1066.0
580,B,Only Katie,1534.0
580,C,Both Tom and Katie,
580,D,Neither is correct,
581,A,The square numbers,478.0
581,B,The odd numbers,421.0
581,C,The cube numbers,
581,D,The triangular numbers,2489.0
582,A,\( \triangle=-34 \),
582,B,\( \triangle=-16 \),2131.0
582,C,\( \triangle=-25 \),2316.0
582,D,\( \triangle=-88 \),2114.0
583,A,\( 4000 \),
583,B,\( 40000 \),1870.0
583,C,\( 40 \),
583,D,\( 400 \),
584,A,\( 1 \mathrm{~cm} \),229.0
584,B,\( 2 \mathrm{~cm} \),
584,C,\( 3 \mathrm{~cm} \),
584,D,\( 0.5 \mathrm{~cm} \),2226.0
585,A,\( \begin{array}{l}x=2 \\ y=-1\end{array} \),
585,B,\( \begin{array}{l}x=3 \\ y=-5\end{array} \),512.0
585,C,\( \begin{array}{l}x=0.6 \\ y=4.6\end{array} \),512.0
585,D,\( \begin{array}{l}x=10 \\ y=-33\end{array} \),512.0
586,A,\( 16 \sqrt{3} \),2384.0
586,B,\( 4 \sqrt{12} \),
586,C,\( 4 \sqrt{3} \),
586,D,\( 2 \sqrt{12} \),2020.0
587,A,"Problem P: \( 3+5 \)
Problem Q: \( 3 \times 5 \)",706.0
587,B,"Problem P: \( 3+5 \)
Problem Q: \( 6 \div 3 \)",15.0
587,C,"Problem P: \( 6 \div 3 \)
Problem Q: \( 3 \times 5 \)",2306.0
587,D,"Problem P: \( 6 \div 3 \)
Problem Q: \( 6 \div 3 \)",
588,A,\( 12 \),
588,B,\( 20 \),161.0
588,C,\( 2 \),767.0
588,D,\( 120 \),
589,A,\( 45^{\circ} \),
589,B,\( 51.4^{\circ} \),528.0
589,C,\( 60^{\circ} \),
589,D,Not enough information,
590,A,Callipers,295.0
590,B,Compass,
590,C,Protractor,295.0
590,D,Slide rule,295.0
591,A,\( 6 \mathrm{~cm} \times 3 \mathrm{~cm} \),
591,B,\( 4 \mathrm{~cm} \times 3 \mathrm{~cm} \),910.0
591,C,\( 6 \mathrm{~cm} \times 4 \mathrm{~cm} \),910.0
591,D,\( 6 \mathrm{~cm} \times 4 \mathrm{~cm} \times 3 \mathrm{~cm} \),648.0
592,A,\( 345^{\circ} \),1290.0
592,B,\( 215^{\circ} \),1250.0
592,C,\( 335^{\circ} \),1290.0
592,D,\( 205^{\circ} \),
593,A,"\( (-5,0) \)",
593,B,"\( (-4,-1) \)",1990.0
593,C,"\( (-2,2) \)",1990.0
593,D,"\( (-4,5) \)",797.0
594,A,\( 6 \),2271.0
594,B,\( 5 \),
594,C,\( 1 \),1383.0
594,D,\( 0 \),
595,A,\( 8 \),2112.0
595,B,\( 20 \),2039.0
595,C,\( 96 \),247.0
595,D,\( 16 \),
596,A,\( \frac{q-4}{q-1} \),1535.0
596,B,\( \frac{q+4}{q+1} \),
596,C,\( \frac{q-4}{-2 q-1} \),143.0
596,D,\( 4 \),
597,A,\( 2 \),1152.0
597,B,\( \frac{1}{18} \),
597,C,\( 18 \),2359.0
597,D,\( \frac{1}{2} \),1156.0
598,A,\( 0.15 \% \),1965.0
598,B,\( \frac{15}{100} \),
598,C,\( 1.5 \% \),61.0
598,D,\( 15 \% \),
599,A,\( x>1 \),550.0
599,B,\( x \geq 1 \),
599,C,\( x<1 \),
599,D,\( x \leq 1 \),1880.0
600,A,\( 80 p \),1417.0
600,B,\( 60 p \),
600,C,\( 40 p \),
600,D,\( 55 p \),512.0
601,A,Diagram,1746.0
601,B,Diameter,
601,C,Diagonal,1746.0
601,D,Diamond,1746.0
602,A,\( 6 \),1057.0
602,B,\( 50 \),2199.0
602,C,\( 12 \),
602,D,\( 18 \),
603,A,\( 5 \),1993.0
603,B,\( 12 \),
603,C,\( 10 \),2111.0
603,D,\( 13 \),
604,A,\( 0.08 \),
604,B,\( 0.8 \),2316.0
604,C,\( 1.6 \),2481.0
604,D,\( 0.16 \),
605,A,\( 62 \),134.0
605,B,\( 80 \),
605,C,\( 120 \),70.0
605,D,\( 40 \),
606,A,\( 3 \),1850.0
606,B,\( 9 \),
606,C,\( 162 \),2017.0
606,D,\( 6561 \),1012.0
607,A,Only Tom,308.0
607,B,Only Katie,
607,C,Both Tom and Katie,308.0
607,D,Neither is correct,376.0
608,A,Only Tom,976.0
608,B,Only Katie,89.0
608,C,Both Tom and Katie,
608,D,Neither is correct,2228.0
609,A,\( 365 \times 7 \),2081.0
609,B,\( 365 \times 60 \),2401.0
609,C,\( 365 \times 12 \),443.0
609,D,\( 365 \times 24 \),
610,A,\( (w+5)^{2}+25=0 \),
610,B,\( (w+5)^{2}-25=0 \),
610,C,\( (w+5)^{2}-5=0 \),922.0
610,D,\( (w+5)^{2}=0 \),1494.0
611,A,\( \begin{array}{l}K=7 \\ L=2\end{array} \),
611,B,\( \begin{array}{l}K=2 \\ L=7\end{array} \),78.0
611,C,\( \begin{array}{l}K=7 \\ L=7\end{array} \),
611,D,Not possible,1207.0
612,A,\( 0.5 \),1181.0
612,B,\( 0.45 \),
612,C,\( 1.8 \),1024.0
612,D,\( 0.2 \),1181.0
613,A,\( 3\; : 2 \),105.0
613,B,\( 2\; : 3\; : 5 \),942.0
613,C,\( 2\; : 5 \),2208.0
613,D,\( 2\; : 3 \),
614,A,\( x<25 \),
614,B,\( -2.2<x<2.2 \),
614,C,"\( x<-2.2, x>2.2 \)",2043.0
614,D,\( x \geq 0 \),
615,A,\( 83 \),806.0
615,B,\( 48 \),
615,C,\( 128 \),
615,D,\( 110 \),
616,A,\( 30 \),1055.0
616,B,\( 18 \),52.0
616,C,\( 24 \),1055.0
616,D,\( 22 \),
617,A,\( \frac{6}{8} \),1976.0
617,B,\( 6 \),1237.0
617,C,\( \frac{6}{3} \),
617,D,\( \frac{6}{4} \),
618,A,\( 32.5 \% \),
618,B,\( 13 \% \),800.0
618,C,\( 26 \% \),2361.0
618,D,\( 52 \% \),2361.0
619,A,Remainders,2292.0
619,B,Fractions,2292.0
619,C,Multiples,710.0
619,D,Factors,
620,A,"\( (3,5) \)",
620,B,"\( (6,3) \)",642.0
620,C,"\( (4,5) \)",
620,D,"\( (2,5) \)",
621,A,\( 13: 25 \),
621,B,\( 12: 75 \),1013.0
621,C,01:15,581.0
621,D,\( 13: 15 \),
622,A,\( \frac{3}{6} \times \frac{1}{3} \),2373.0
622,B,\( \frac{1}{4} \div \frac{1}{3} \),2542.0
622,C,\( \frac{3}{6} \div 3 \),
622,D,\( \frac{1}{4} \times \frac{1}{3} \),
623,A,\( x \),931.0
623,B,\( -2 \),77.0
623,C,\( \times 3 \),
623,D,\( 12 \),931.0
624,A,\( 4 \),1138.0
624,B,\( 6 \),
624,C,\( 0 \),1514.0
624,D,\( 3 \),
625,A,\( \frac{2}{5} \),619.0
625,B,\( \frac{4}{10} \),619.0
625,C,\( \frac{1}{25} \),
625,D,\( \frac{1}{4} \),329.0
626,A,\( 108 \mathrm{~cm} \),2302.0
626,B,\( 84 \mathrm{~cm} \),
626,C,\( 252 \mathrm{~cm} \),828.0
626,D,\( 12 \mathrm{~cm} \),
627,A,\( -45 \),189.0
627,B,\( -9.05 \),
627,C,\( -4.5 \),
627,D,\( 8.5 \),1900.0
628,A,\( 2 \),1847.0
628,B,\( 8 \),1847.0
628,C,\( 36 \),791.0
628,D,\( 18 \),
629,A,"Only
Tom",
629,B,Only Katie,
629,C,Both Tom and Katie,
629,D,Neither is correct,1622.0
630,A,\( 144 \mathrm{~cm}^{2} \),808.0
630,B,\( 72 \mathrm{~cm}^{2} \),653.0
630,C,\( 36 \mathrm{~cm}^{2} \),
630,D,\( 5184 \mathrm{~cm}^{2} \),
631,A,"Only
Jo",557.0
631,B,"Only
Paul",557.0
631,C,Both Jo and Paul,
631,D,Neither is correct,557.0
632,A,\( £ 110 \),1582.0
632,B,\( £ 95 \),
632,C,\( £ 200 \),
632,D,\( £ 140 \),
633,A,\( d+3=5 \),132.0
633,B,\( d+3=12.5 \),2539.0
633,C,\( d^{2}=22 \),969.0
633,D,\( d+3= \pm 5 \),
634,A,\( 3 \),
634,B,\( -3 \),
634,C,\( 2 \),1044.0
634,D,\( -2 \),
635,A,Only Tom,
635,B,Only Katie,599.0
635,C,Both Tom and Katie,599.0
635,D,Neither is correct,599.0
636,A,Only Tom,
636,B,Only Katie,
636,C,Both Tom and Katie,1402.0
636,D,Neither is correct,
637,A,\( 3 \),1708.0
637,B,\( 0.03 \),
637,C,\( 0.3 \),1708.0
637,D,\( 0.003 \),1708.0
638,A,"![A number line with integers from -5 to 5 marked on, with x as the axis label. There is an empty circle above 1, with an arrow pointing to the right coming off it.]()",
638,B,"![A number line with integers from -5 to 5 marked on, with x as the axis label. There is a filled in circle above 1, with an arrow pointing to the right coming off it.]()",1880.0
638,C,"![A number line with integers from -5 to 5 marked on, with x as the axis label. There is an empty circle above 1, with an arrow pointing to the left coming off it.]()",550.0
638,D,"![A number line with integers from -5 to 5 marked on, with x as the axis label. There is a filled in circle above 1, with an arrow pointing to the right coming off it.]()",
639,A,\( 1163 \),2271.0
639,B,\( 747 \),467.0
639,C,\( 637 \),
639,D,\( 647 \),
640,A,\( 72\degree\),
640,B,\( 90\degree\),1192.0
640,C,\( 108\degree\),
640,D,\( 118\degree\),699.0
641,A,"Only
Tom",1554.0
641,B,"Only
Katie",1554.0
641,C,Both Tom and Katie,1554.0
641,D,Neither is correct,
642,A,\( (3 x+4)(3 x-4) \),
642,B,\( 9 x(x-16) \),2549.0
642,C,\( 3 x(3 x-16-) \),2549.0
642,D,\( (3 x+4)(3 x+4) \),547.0
643,A,\( -30 \),
643,B,\( -3 \),1619.0
643,C,\( 30 \),1558.0
643,D,\( 3 \),
644,A,\( +4 \),
644,B,\( -4 \),1597.0
644,C,\( +5 \),
644,D,\( -5 \),2143.0
645,A,\( 27^{\degree} \),415.0
645,B,\( 51^{\degree} \),
645,C,\( 54^{\degree} \),1791.0
645,D,\( 76.5^{\degree} \),
646,A,\( 190 \),
646,B,\( 180 \),1379.0
646,C,\( 187.26 \),739.0
646,D,\( 8 \),
647,A,\( \sqrt{12} \),19.0
647,B,\( \sqrt{27} \),2082.0
647,C,\( 9 \sqrt{3} \),
647,D,Cannot be simplified,754.0
648,A,\( 9 y^{2}-16 \),1872.0
648,B,\( 9 y^{2}+16 \),1872.0
648,C,\( 9 y^{2}-24 y+16 \),
648,D,\( (3 y-4)(3 y-4) \),894.0
649,A,Only Tom,2051.0
649,B,Only Katie,
649,C,Both Tom and Katie,2051.0
649,D,Neither is correct,638.0
650,A,A triangle with one right angle.,1970.0
650,B,A triangle with two sides of equal length and two equal angles.,
650,C,A triangle with three sides of equal length and three equal angles.,1176.0
650,D,A triangle with no sides of equal length and no equal angles.,2423.0
651,A,Only Tom,102.0
651,B,"Only
Katie",102.0
651,C,Both Tom and Katie,
651,D,Neither is correct,
652,A,To get the next term you add \( 6 \) to the previous term,108.0
652,B,To get the next term you add the previous two terms together,
652,C,To get the next term you double the previous term and add \( 2 \),108.0
652,D,To get the next term you multiply the previous term by \( 3 \) and subtract \( 2 \),
653,A,\( 0.01 \),2392.0
653,B,\( 0 \),1876.0
653,C,\( 0.008 \),
653,D,\( 0.009 \),1988.0
654,A,\( m+1 \),
654,B,\( m-2 \),
654,C,\( m-1 \),
654,D,Does not simplify,167.0
655,A,\( \frac{6}{8} \),1.0
655,B,\( -\frac{6}{8} \),
655,C,\( -\frac{8}{6} \),1597.0
655,D,\( \frac{8}{6} \),
656,A,\( 43 \),183.0
656,B,\( 49 \),2576.0
656,C,\( 64 \),
656,D,\( 125 \),
657,A,Only Tom,
657,B,Only Katie,2375.0
657,C,Both Tom and Katie,2375.0
657,D,Neither is correct,1365.0
658,A,"Only
Tom",
658,B,Only Katie,
658,C,Both Tom and Katie,2511.0
658,D,Neither is correct,780.0
659,A,"Only
Tom",654.0
659,B,Only Katie,1907.0
659,C,Both Tom and Katie,
659,D,Neither is correct,
660,A,\( \frac{3}{5} \),1896.0
660,B,\( -5 \),1417.0
660,C,\( 5 \),130.0
660,D,\( -\frac{5}{3} \),
661,A,\( 4.5 \),
661,B,\( 5 \),
661,C,\( 6 \),1292.0
661,D,Not enough information,1292.0
662,A,\( 4.58 \mathrm{~cm} \),1706.0
662,B,\( 1.6 \mathrm{~cm} \),567.0
662,C,\( 1.78 \mathrm{~cm} \),
662,D,\( 4.4 \mathrm{~cm} \),
663,A,"There are \( 4 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 4 \) by \( 8 \) 
So the answer is \( 32 \)",
663,B,"There are \( 4 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 8 \) by \( 6 \) 
So the answer is \( 48 \)",2438.0
663,C,"There are \( 6 \) lots of \( 25 \) in \( 100 \) 
Then I multiplied \( 6 \) by \( 4 \) 
So the answer is \( 24 \)",
663,D,"There are \( 8 \) lots of \( 25 \) in \( 100 \)
Then I multiplied \( 8 \) by \( 6 \) 
So the answer is \( 48 \)",
664,A,"\( 4.3708 \)
and
\( 4.3651 \)",
664,B,"\[
4.3728
\]
and
\[
4.3628
\]",1988.0
664,C,"\( 4.373 \)
and
\( 3.371 \)",
664,D,"\[
4.3751
\]
and
\[
4.3659
\]",1379.0
665,A,"Only
Tom",1318.0
665,B,"Only
Katie",1318.0
665,C,Both Tom and Katie,
665,D,Neither is correct,1318.0
666,A,\( 34590 \),1248.0
666,B,\( 34600 \),
666,C,\( 34500 \),1379.0
666,D,\( 35000 \),2392.0
667,A,\( 46 \% \),61.0
667,B,\( 0.046 \% \),1973.0
667,C,\( 4.6 \% \),1965.0
667,D,\( 460 \% \),
668,A,\( 0 \) and \( 2 \),2152.0
668,B,\( 2 \),375.0
668,C,\( 1 \),1264.0
668,D,There is no mode,
669,A,\( 210^{\circ} \),1550.0
669,B,\( 120^{\circ} \),
669,C,\( 150^{\circ} \),
669,D,Not enough information,
670,A,\( £ 2.70 \),791.0
670,B,\( £ 3.30 \),730.0
670,C,\( £ 7.70 \),1773.0
670,D,\( £ 2.30 \),
671,A,Statement \( 1 \),2189.0
671,B,Statement \( 2 \),219.0
671,C,Both statements,
671,D,Neither statement,
672,A,\( 75\degree \),2.0
672,B,\( 90\degree \),1057.0
672,C,\( 180\degree\),
672,D,\( 270\degree \),
673,A,"\( (2,2) \)",1990.0
673,B,"\( (1,2) \)",563.0
673,C,"\( (2,3) \)",
673,D,"\( (3,4) \)",563.0
674,A,\( 3 \),105.0
674,B,\( 6 \),
674,C,\( 8 \),
674,D,\( 9 \),
675,A,\( 0.2 \),671.0
675,B,\( 0.5 \),
675,C,\( 0.4 \),
675,D,\( 2 \),2053.0
676,A,\( e^{3} \),954.0
676,B,e3,267.0
676,C,\( 3 e \),
676,D,Does not simplify,436.0
677,A,\( x+y \),1357.0
677,B,\( 2 x y \),
677,C,\( 2 x+2 y \),
677,D,\( x y \),1668.0
678,A,\( 398 \),2135.0
678,B,\( 554 \),
678,C,\( 572 \),
678,D,\( 444 \),1383.0
679,A,\( 3 \),986.0
679,B,\( 0.34 \),1046.0
679,C,\( 0.3 \),1447.0
679,D,\( 0.75 \),
680,A,Only Jo,838.0
680,B,Only Paul,
680,C,Both Jo and Paul,
680,D,Neither is correct,
681,A,Only Tom,1880.0
681,B,Only Katie,
681,C,Both Tom and Katie,
681,D,Neither is correct,1660.0
682,A,\( 352 \mathrm{~m}^{2} \),
682,B,\( 320 \mathrm{~m}^{2} \),1148.0
682,C,\( 288 \mathrm{~m}^{2} \),1148.0
682,D,\( 332 \mathrm{~m}^{2} \),
683,A,\( 3 \),2583.0
683,B,\( 6 \),2583.0
683,C,\( 9 \),2576.0
683,D,None of these numbers are cube numbers,
