question_id,question_text,construct,subject,correct_option,correct_text,incorrect_option,incorrect_text,has_math_symbols,misconception_id,misconception_desc,subject_cluster,difficulty,misconception_cluster,misconception_clusterId,misconception_merged,misconception_merged_id
366,"When calculating the area of this trapezium, what is the value of \( h \) in the formula? Area \( =\left(\frac{a+b}{2}\right) h \) ![Trapezium with the slanted sides labelled 8cm and 7.5cm. The parallel sides labelled 3cm and 8cm. The perpendicular height labelled 7cm.]()",Calculate the area of a trapezium where the dimensions are given in the same units,Area of Simple Shapes,C,\( 7 \),B,"1465    \( 7.5 \)
Name: AnswerText, dtype: object",True,2332,Uses slant height instead of perpendicular height to find area of a trapezium,Geometry & Shapes,Medium,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
366,"When calculating the area of this trapezium, what is the value of \( h \) in the formula? Area \( =\left(\frac{a+b}{2}\right) h \) ![Trapezium with the slanted sides labelled 8cm and 7.5cm. The parallel sides labelled 3cm and 8cm. The perpendicular height labelled 7cm.]()",Calculate the area of a trapezium where the dimensions are given in the same units,Area of Simple Shapes,C,\( 7 \),D,"1467    \( 3 \)
Name: AnswerText, dtype: object",True,1175,Uses base instead of height as h in area of a trapezium formula,Geometry & Shapes,Medium,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
367,"![A grid of 7 squares across and 7 squares up. A red vertical line goes from the bottom to the top of the grid, it is 4 squares left from the edge of the grid. An orange rectangle (3 squares width and 2 squares height) is drawn to the left of the red line, with its right-hand side on the red line.  The bottom side of the rectangle is 3 squares up from the bottom of the grid. The bottom left corner of the rectangle is marked with the letter P, which is 3 squares up from the bottom of the grid and 3 squares to the left of the red line. The bottom right corner of the rectangle is marked with the letter Q, which is 3 squares up from the bottom of the grid on the red line. ]() Tom and Katie are discussing reflections

Tom says if you reflect the rectangle in the vertical line, Point \( P \) stays in the same position

Katie says if you reflect the rectangle in the vertical line, Point \( Q \) stays in the same position
Who is correct?","Reflect an object or a point in a vertical line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,B,Only Katie,A,"1468    Only Tom
Name: AnswerText, dtype: object",True,1990,Fails to reflect across mirror line,Core Mathematical Fundamentals,Hard,Fraction Operations & Concepts,1,Fractions_Ratios,2
367,"![A grid of 7 squares across and 7 squares up. A red vertical line goes from the bottom to the top of the grid, it is 4 squares left from the edge of the grid. An orange rectangle (3 squares width and 2 squares height) is drawn to the left of the red line, with its right-hand side on the red line.  The bottom side of the rectangle is 3 squares up from the bottom of the grid. The bottom left corner of the rectangle is marked with the letter P, which is 3 squares up from the bottom of the grid and 3 squares to the left of the red line. The bottom right corner of the rectangle is marked with the letter Q, which is 3 squares up from the bottom of the grid on the red line. ]() Tom and Katie are discussing reflections

Tom says if you reflect the rectangle in the vertical line, Point \( P \) stays in the same position

Katie says if you reflect the rectangle in the vertical line, Point \( Q \) stays in the same position
Who is correct?","Reflect an object or a point in a vertical line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,B,Only Katie,C,"1470    Both Tom and Katie
Name: AnswerText, dtype: object",True,1990,Fails to reflect across mirror line,Core Mathematical Fundamentals,Hard,Fraction Operations & Concepts,1,Fractions_Ratios,2
367,"![A grid of 7 squares across and 7 squares up. A red vertical line goes from the bottom to the top of the grid, it is 4 squares left from the edge of the grid. An orange rectangle (3 squares width and 2 squares height) is drawn to the left of the red line, with its right-hand side on the red line.  The bottom side of the rectangle is 3 squares up from the bottom of the grid. The bottom left corner of the rectangle is marked with the letter P, which is 3 squares up from the bottom of the grid and 3 squares to the left of the red line. The bottom right corner of the rectangle is marked with the letter Q, which is 3 squares up from the bottom of the grid on the red line. ]() Tom and Katie are discussing reflections

Tom says if you reflect the rectangle in the vertical line, Point \( P \) stays in the same position

Katie says if you reflect the rectangle in the vertical line, Point \( Q \) stays in the same position
Who is correct?","Reflect an object or a point in a vertical line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,B,Only Katie,D,"1471    Neither is correct
Name: AnswerText, dtype: object",True,1990,Fails to reflect across mirror line,Core Mathematical Fundamentals,Hard,Fraction Operations & Concepts,1,Fractions_Ratios,2
368,"Without using a calculator, which two integers must \( \sqrt{89} \) lie between?",Calculate which two integer values the decimal equivalent of a square root must lie between,"Square Roots, Cube Roots, etc",D,\( 9 \) and \( 10 \),A,"1472    \( 44 \) and \( 45 \)
Name: AnswerText, dtype: object",False,734,Confuses square rooting and halving the number,Core Mathematical Fundamentals,Medium,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
369,"Jo and Paul are arguing about a first step to solve this equation:
\(
\frac{m}{6}-4=24
\)
Jo says you can write: \( \frac{m}{6}=28 \)
Paul says you can write: \( m-4=144 \)
Who is correct?","Solve two-step linear equations, with the variable on one side, with all positive integers",Linear Equations,A,Only Jo,C,"1478    Both Jo and Paul
Name: AnswerText, dtype: object",True,347,"When solving an equation with a fraction, thinks you don't need to multiply every term on both sides when multiplying by the denominator ",Core Mathematical Fundamentals,Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
369,"Jo and Paul are arguing about a first step to solve this equation:
\(
\frac{m}{6}-4=24
\)
Jo says you can write: \( \frac{m}{6}=28 \)
Paul says you can write: \( m-4=144 \)
Who is correct?","Solve two-step linear equations, with the variable on one side, with all positive integers",Linear Equations,A,Only Jo,D,"1479    Neither is correct
Name: AnswerText, dtype: object",True,1130,Does not know how to solve linear equations involving fractions,Core Mathematical Fundamentals,Medium,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
370,"\begin{tabular}{l|l|l|l}
\( x \) & \( \) & \( 0 \) & \( 3 \) \\
\hline\( y \) & \( -7 \) & \( -5 \) &  \( \color{gold}\bigstar\ \) \\
\end{tabular}
 This is a table of values for \( y=2 x+c \)
What should replace the star?","Given a positive x value, find a y value in a table of values for lines in the form y = mx + c ",Plotting Lines from Tables of Values,C,\( 1 \),A,"1480    \( 6 \)
Name: AnswerText, dtype: object",True,1543,Does not realise that a pair of coordinates can be used to find missing parts of an equation,Graphs & Coordinate Geometry,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
371,"John rotates rectangle \( A B C D 90^{\circ} \) clockwise from the centre \( (3,2) \). What error has he made? ![A positive, coordinate grid with two rectangles drawn on it. The rectangle labelled ABCD has the coordinates: A(1,3) B(1,5) C(2,5) and D(2,3). The other rectangle has the coordinates: (4,3) (6,3) (6,2) and (4,2).]()","Rotate an object or point 900 clockwise or anticlockwise about a point, where the point lies on the edge or outside of the object",Rotation,D,He has used the wrong centre,B,"1485    He has translated by the vector \( \left(\begi...
Name: AnswerText, dtype: object",True,1779,Does not recognise that a shape translated would not change orientation,Core Mathematical Fundamentals,Hard,Geometric Concepts & Properties,3,Geometry_Spatial,4
371,"John rotates rectangle \( A B C D 90^{\circ} \) clockwise from the centre \( (3,2) \). What error has he made? ![A positive, coordinate grid with two rectangles drawn on it. The rectangle labelled ABCD has the coordinates: A(1,3) B(1,5) C(2,5) and D(2,3). The other rectangle has the coordinates: (4,3) (6,3) (6,2) and (4,2).]()","Rotate an object or point 900 clockwise or anticlockwise about a point, where the point lies on the edge or outside of the object",Rotation,D,He has used the wrong centre,C,"1486    He has rotated \( 90^{\circ} \) anticlockwise
Name: AnswerText, dtype: object",True,860,Mixes up clockwise and anticlockwise,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
372,"The triangle is reflected in the dashed line.
What are the new coordinates of point P? ![A set of axes: x-axis from -1 to 5, y-axis from -3 to 4. Three points are plotted and joined to make a triangle: (2, 2), (4, 2), (3, 3). Point (2, 2) is labelled with the letter ""P"". The line y=2 is shown with a purple dashed line.]()","Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,A,"\( (2,2) \)",B,"1489    \( (2,1) \)
Name: AnswerText, dtype: object",True,282,Does not understand that a point on the line of reflection will stay the same when reflected ,Core Mathematical Fundamentals,Hard,Simplification & Conversion Errors,9,Data_Conversions,5
372,"The triangle is reflected in the dashed line.
What are the new coordinates of point P? ![A set of axes: x-axis from -1 to 5, y-axis from -3 to 4. Three points are plotted and joined to make a triangle: (2, 2), (4, 2), (3, 3). Point (2, 2) is labelled with the letter ""P"". The line y=2 is shown with a purple dashed line.]()","Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,A,"\( (2,2) \)",C,"1490    \( (2,0) \)
Name: AnswerText, dtype: object",True,282,Does not understand that a point on the line of reflection will stay the same when reflected ,Core Mathematical Fundamentals,Hard,Simplification & Conversion Errors,9,Data_Conversions,5
372,"The triangle is reflected in the dashed line.
What are the new coordinates of point P? ![A set of axes: x-axis from -1 to 5, y-axis from -3 to 4. Three points are plotted and joined to make a triangle: (2, 2), (4, 2), (3, 3). Point (2, 2) is labelled with the letter ""P"". The line y=2 is shown with a purple dashed line.]()","Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,A,"\( (2,2) \)",D,"1491    \( (2,-2) \)
Name: AnswerText, dtype: object",True,282,Does not understand that a point on the line of reflection will stay the same when reflected ,Core Mathematical Fundamentals,Hard,Simplification & Conversion Errors,9,Data_Conversions,5
373,"Which angle is corresponding to angle \( p \) ? ![Image showing two parallel lines cut by a transversal creating two distinct angles around a point. On the left hand side the pink angle is labelled with A, vertically opposite this is the angle labelled p. On the right hand side, angle B is co-interior to p. Then lying on the same straight line as B is the angle labelled C. Vertically opposite angle C is the angle labelled D.]()",Identify corresponding angles,Angle Facts with Parallel Lines,C,C,A,"1492    A
Name: AnswerText, dtype: object",True,625,Confuses corresponding and vertically opposite angles,Graphs & Coordinate Geometry,Medium,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
373,"Which angle is corresponding to angle \( p \) ? ![Image showing two parallel lines cut by a transversal creating two distinct angles around a point. On the left hand side the pink angle is labelled with A, vertically opposite this is the angle labelled p. On the right hand side, angle B is co-interior to p. Then lying on the same straight line as B is the angle labelled C. Vertically opposite angle C is the angle labelled D.]()",Identify corresponding angles,Angle Facts with Parallel Lines,C,C,B,"1493    B
Name: AnswerText, dtype: object",True,2336,Confuses co-interior and corresponding angles,Graphs & Coordinate Geometry,Medium,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
373,"Which angle is corresponding to angle \( p \) ? ![Image showing two parallel lines cut by a transversal creating two distinct angles around a point. On the left hand side the pink angle is labelled with A, vertically opposite this is the angle labelled p. On the right hand side, angle B is co-interior to p. Then lying on the same straight line as B is the angle labelled C. Vertically opposite angle C is the angle labelled D.]()",Identify corresponding angles,Angle Facts with Parallel Lines,C,C,D,"1495    D
Name: AnswerText, dtype: object",True,2454,Confuses corresponding and alternate angles,Graphs & Coordinate Geometry,Medium,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
374,"John rotates hexagon \( \mathrm{ABCDEF}  90^{\degree} \) clockwise from the centre \( (5,4) \). What error has he made? ![A positive, coordinate grid with two L-shaped hexagons drawn on it. The hexagon labelled ABCDEF has the coordinates: A(2,4) B(2,1) C(4,1) D(4,2) E(3,2) and F (3,4). The other hexagon has the coordinates: (6,7) (3,7) (3,5) (4,5) (4,6) and (6,6)]()","Rotate an object or point 900 clockwise or anticlockwise about a point, where the point lies on the edge or outside of the object",Rotation,C,He has used the wrong centre,A,"1496    He has translated by the vector \( \left(\begi...
Name: AnswerText, dtype: object",True,821,Mistakes rotations for translations,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
374,"John rotates hexagon \( \mathrm{ABCDEF}  90^{\degree} \) clockwise from the centre \( (5,4) \). What error has he made? ![A positive, coordinate grid with two L-shaped hexagons drawn on it. The hexagon labelled ABCDEF has the coordinates: A(2,4) B(2,1) C(4,1) D(4,2) E(3,2) and F (3,4). The other hexagon has the coordinates: (6,7) (3,7) (3,5) (4,5) (4,6) and (6,6)]()","Rotate an object or point 900 clockwise or anticlockwise about a point, where the point lies on the edge or outside of the object",Rotation,C,He has used the wrong centre,B,"1497    He has rotated \( 90^{\circ} \) anticlockwise
Name: AnswerText, dtype: object",True,860,Mixes up clockwise and anticlockwise,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
375,"Given that \( A C=3 A B \), what are the coordinates of \( C \) ? ![A straight line labelled y=2x-1 is drawn on a set of axes. Points A, B and C are all on the line. Point A is (2,3) and B is (5,9).]()",Solve coordinate geometry questions involving ratio,Co-ordinate Geometry with Straight Lines,C,"\( (11,21) \)",A,"1500    \( (14,27) \)
Name: AnswerText, dtype: object",True,181,Assumes a ratio is part to part instead of part to whole,Graphs & Coordinate Geometry,Medium,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
375,"Given that \( A C=3 A B \), what are the coordinates of \( C \) ? ![A straight line labelled y=2x-1 is drawn on a set of axes. Points A, B and C are all on the line. Point A is (2,3) and B is (5,9).]()",Solve coordinate geometry questions involving ratio,Co-ordinate Geometry with Straight Lines,C,"\( (11,21) \)",B,"1501    \( (21,36) \)
Name: AnswerText, dtype: object",True,110,Does not know how to find the length of a line segment from coordinates,Graphs & Coordinate Geometry,Medium,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
376,"Expand:
\[
6(2-3 p)
\]",Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,C,\( 12-18 p \),A,"1504    \( 8-18 p \)
Name: AnswerText, dtype: object",True,2143,Adds instead of multiplying when expanding bracket,Core Mathematical Fundamentals,Medium,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
376,"Expand:
\[
6(2-3 p)
\]",Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,C,\( 12-18 p \),B,"1505    \( 2-18 p \)
Name: AnswerText, dtype: object",True,1911,Only multiplies second term in the expansion of a bracket,Core Mathematical Fundamentals,Medium,Basic Operation Confusions,8,Fundamental_Arithmetic,1
376,"Expand:
\[
6(2-3 p)
\]",Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,C,\( 12-18 p \),D,"1507    \( 18 p-6 \)
Name: AnswerText, dtype: object",True,1510,Believes subtraction is commutative ,Core Mathematical Fundamentals,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
377,What is \( 16 \) out of \( 25 \) as a percentage?,Express one quantity as a percentage of another mentally,Percentages of an Amount,C,\( 64 \% \),A,"1508    \( 16 \% \)
Name: AnswerText, dtype: object",False,800,Thinks you just add a % sign to the numerator to make a fraction into a percentage,Core Mathematical Fundamentals,Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
378,"What is the mode of the following numbers?
\(
0.4, \quad \frac{1}{4}, \quad 2.5, \quad \frac{2}{5}
\)",Convert fractions less than 1 to terminating decimals of 1 decimal place,"Averages (mean, median, mode) from a List of Data",B,\( \frac{2}{5} \),C,"1514    \( 0.4 \) and \( 2.5 \)
Name: AnswerText, dtype: object",False,2368,Converts a fraction to a percentage by placing a decimal point between the numerator and denominator,Core Mathematical Fundamentals,Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
379,"Jo and Paul are talking about statements that can be made about the equation on the right. \( 2 x=y \) Jo says this is always true: \( 2 x+1>y \) 
Paul says this is always true: \( -2 x<y \)
Who is correct?","Given an equation, form  or identify related equations",Substitution into Formula,A,"Only
Jo",C,"1518    Both Jo and Paul
Name: AnswerText, dtype: object",True,664,"Believes -a is always smaller than a, ignoring the possibility that a is negative",Core Mathematical Fundamentals,Medium,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
380,\( 0.01+57 \%= \),Convert decimals less than 1 with 2 decimal place to percentages,Converting between Decimals and Percentages,B,\( 58 \% \),C,"1522    \( 57.1 \% \)
Name: AnswerText, dtype: object",True,61,Multiplies by 10 instead of 100 when converting decimal to percentage,Core Mathematical Fundamentals,Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
380,\( 0.01+57 \%= \),Convert decimals less than 1 with 2 decimal place to percentages,Converting between Decimals and Percentages,B,\( 58 \% \),D,"1523    \( 67 \% \)
Name: AnswerText, dtype: object",True,39,Multiplies by 1000 instead of 100 when converting a decimal to a percentage,Core Mathematical Fundamentals,Easy,Spatial Reasoning & Estimation,7,Geometry_Spatial,4
381,"The formula for the area of a triangle, \( A \), is
\(A=\frac{1}{2}(b \times h)\)

Rearrange this to make the height, \( h \), the subject. ![An image of a triangle with the base labelled b and the perpendicular height h.]()",Rearrange formulae to change the subject where the subject appears once and two steps are needed,Rearranging Formula and Equations,B,\( h=\frac{2 A}{b} \),A,"1524    \( h=\frac{1}{2}(b \times A) \)
Name: AnswerText, dtype: object",True,1214,"When solving an equation, uses the same operation rather than the inverse.",Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
381,"The formula for the area of a triangle, \( A \), is
\(A=\frac{1}{2}(b \times h)\)

Rearrange this to make the height, \( h \), the subject. ![An image of a triangle with the base labelled b and the perpendicular height h.]()",Rearrange formulae to change the subject where the subject appears once and two steps are needed,Rearranging Formula and Equations,B,\( h=\frac{2 A}{b} \),C,"1526    \( h=\frac{A}{2 b} \)
Name: AnswerText, dtype: object",True,1214,"When solving an equation, uses the same operation rather than the inverse.",Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
382,"Isaac is trying to solve the equation on the right.
Here are his steps.

Which steps, if any, are correct? ![\[
27=9(1+k)
\]

Step \( 1 \quad 3=1+k \)

Step \( 2 \)
\[
2=k
\]]()","Solve two-step linear equations, with the variable on one side, with all positive integers",Linear Equations,C,Both steps are correct,B,"1529    Only step \( 2 \)
Name: AnswerText, dtype: object",True,74,Believes they must expand brackets before solving an equation,Core Mathematical Fundamentals,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
383,"When \( h=15 \)

\(
\frac{h}{3}=
\)
",Substitute positive integer values into expressions involving no powers or roots,Substitution into Formula,B,\( 5 \),A,"1532    \( 12 \)
Name: AnswerText, dtype: object",True,2093,Thinks the fraction bar means subtract rather than divide,Core Mathematical Fundamentals,Easy,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
383,"When \( h=15 \)

\(
\frac{h}{3}=
\)
",Substitute positive integer values into expressions involving no powers or roots,Substitution into Formula,B,\( 5 \),D,"1535    \( -5 \)
Name: AnswerText, dtype: object",True,1648,Believes dividing two positives will give a negative answer,Core Mathematical Fundamentals,Easy,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
384,"Which of the following lines is not parallel to
\[
y=-2 x+7 \text { ? }
\]",Identify parallel lines with at least one equation written in another form,Parallel Lines,B,\( y=-(8-2 x) \),A,"1536    \( 3 y=-6 x-8 \)
Name: AnswerText, dtype: object",True,1743,Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c,Graphs & Coordinate Geometry,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
384,"Which of the following lines is not parallel to
\[
y=-2 x+7 \text { ? }
\]",Identify parallel lines with at least one equation written in another form,Parallel Lines,B,\( y=-(8-2 x) \),C,"1538    \( y=2-2 x \)
Name: AnswerText, dtype: object",True,401,"When given the equation of a straight line, believes the first term always gives the gradient, even when the first term is actually c",Graphs & Coordinate Geometry,Medium,Basic Operation Confusions,8,Fundamental_Arithmetic,1
384,"Which of the following lines is not parallel to
\[
y=-2 x+7 \text { ? }
\]",Identify parallel lines with at least one equation written in another form,Parallel Lines,B,\( y=-(8-2 x) \),D,"1539    \( y=2(1-x) \)
Name: AnswerText, dtype: object",True,1743,Believes that the coefficient of x represents the gradient even when a line is not in the form y = mx+c,Graphs & Coordinate Geometry,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
385,Which of the following is a correct way to describe the marked angle? ![Trapezium PQRS with angle QPS highlighted in red](),Label angles using correct 3-letter notation (e.g. angle ADB),"Types, Naming and Estimating",C,\( Q P S \),A,"1540    \( P \)
Name: AnswerText, dtype: object",False,620,Gives the vertex instead of the 3-letter angle notation,Core Mathematical Fundamentals,Easy,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
385,Which of the following is a correct way to describe the marked angle? ![Trapezium PQRS with angle QPS highlighted in red](),Label angles using correct 3-letter notation (e.g. angle ADB),"Types, Naming and Estimating",C,\( Q P S \),B,"1541    \( Q P \)
Name: AnswerText, dtype: object",False,1363,Uses 2 letters to describe an angle,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
385,Which of the following is a correct way to describe the marked angle? ![Trapezium PQRS with angle QPS highlighted in red](),Label angles using correct 3-letter notation (e.g. angle ADB),"Types, Naming and Estimating",C,\( Q P S \),D,"1543    QPRS
Name: AnswerText, dtype: object",False,33,Uses more than 3 letters to describe an angle,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
386,"Express the following as a single fraction, writing your answer as simply as possible:
\(
\frac{1}{s+1}-\frac{t}{2}
\)","Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms",Adding and Subtracting Algebraic Fractions,D,\( \frac{2-t(s+1)}{2(s+1)} \),A,"1544    \( \frac{1-t}{2(s+1)} \)
Name: AnswerText, dtype: object",True,120,Does not understand equivalent fractions,"Fractions, Decimals & Conversions",Hard,Simplification & Conversion Errors,9,Data_Conversions,5
386,"Express the following as a single fraction, writing your answer as simply as possible:
\(
\frac{1}{s+1}-\frac{t}{2}
\)","Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms",Adding and Subtracting Algebraic Fractions,D,\( \frac{2-t(s+1)}{2(s+1)} \),B,"1545    \( \frac{1-s t}{2(s+1)} \)
Name: AnswerText, dtype: object",True,220,Only multiplies the first term in the expansion of a bracket,"Fractions, Decimals & Conversions",Hard,Basic Operation Confusions,8,Fundamental_Arithmetic,1
386,"Express the following as a single fraction, writing your answer as simply as possible:
\(
\frac{1}{s+1}-\frac{t}{2}
\)","Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms",Adding and Subtracting Algebraic Fractions,D,\( \frac{2-t(s+1)}{2(s+1)} \),C,"1546    \( \frac{1-t}{s-1} \)
Name: AnswerText, dtype: object",True,172,"When subtracting fractions, subtracts the numerators and denominators","Fractions, Decimals & Conversions",Hard,Data Handling & Number Sense,10,Data_Conversions,5
387,"Write the following ratio in its simplest form so both sides of the ratio are integers:
\(
\frac{1}{8}: \frac{1}{2}
\)",Reduce a ratio involving two numbers to its simplest form,Writing Ratios,A,\( 1: 4 \),B,"1549    \( 4: 1 \)
Name: AnswerText, dtype: object",False,1864,Does not realise that the order is important in a ratio,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
387,"Write the following ratio in its simplest form so both sides of the ratio are integers:
\(
\frac{1}{8}: \frac{1}{2}
\)",Reduce a ratio involving two numbers to its simplest form,Writing Ratios,A,\( 1: 4 \),C,"1550    \( 2: 8 \)
Name: AnswerText, dtype: object",False,1918,Does not fully simplify ratio,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
388,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{3 . 7 2} \)
What is the smallest \( n \) can be?",Find the lower bound of a number rounded to 2 decimal places,Rounding to Decimal Places,C,\( 3.715 \),A,"1552    \( 3.7 \)
Name: AnswerText, dtype: object",False,2392,Rounds to the wrong degree of accuracy (rounds too much),Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
388,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{3 . 7 2} \)
What is the smallest \( n \) can be?",Find the lower bound of a number rounded to 2 decimal places,Rounding to Decimal Places,C,\( 3.715 \),B,"1553    \( 3.71 \)
Name: AnswerText, dtype: object",False,2412,Does not understand which place value is the one that determines if a number rounds up or down,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
388,"A number, \( n \), has been rounded to \( 2 \) decimal places to give \( \mathbf{3 . 7 2} \)
What is the smallest \( n \) can be?",Find the lower bound of a number rounded to 2 decimal places,Rounding to Decimal Places,C,\( 3.715 \),D,"1555    \( 3.719 \)
Name: AnswerText, dtype: object",False,2412,Does not understand which place value is the one that determines if a number rounds up or down,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
389,"![The first three terms of a sequence represented using boxes. The first term is made of 3 boxes arranged with 2 on the base and one box above the furthers left box. The second term is the same pattern as the first but with two additional boxes added to the left hand side of the shape, one on top of the other. The third pattern is the second pattern with an additional two boxes added to the left hand side of the shape, one above the other again.]() \begin{tabular}{|l|c|c|c|}
\hline Position & \( 1 \) & \( 2 \) & \( 3 \) \\
\hline Term & \(  \) & \( \bigstar \) & \(  \) \\
\hline
\end{tabular} What value should replace the star?","Match linear sequences to other representations, such as tables and graphs",Linear Sequences (nth term),C,\( 5 \),A,"1556    \( 2 \)
Name: AnswerText, dtype: object",False,2220,Mixes up term in a sequence and position of a term,Numerical Sequences & Patterns,Medium,Basic Operation Confusions,8,Fundamental_Arithmetic,1
389,"![The first three terms of a sequence represented using boxes. The first term is made of 3 boxes arranged with 2 on the base and one box above the furthers left box. The second term is the same pattern as the first but with two additional boxes added to the left hand side of the shape, one on top of the other. The third pattern is the second pattern with an additional two boxes added to the left hand side of the shape, one above the other again.]() \begin{tabular}{|l|c|c|c|}
\hline Position & \( 1 \) & \( 2 \) & \( 3 \) \\
\hline Term & \(  \) & \( \bigstar \) & \(  \) \\
\hline
\end{tabular} What value should replace the star?","Match linear sequences to other representations, such as tables and graphs",Linear Sequences (nth term),C,\( 5 \),B,"1557    \( 4 \)
Name: AnswerText, dtype: object",False,210,Thinks the term in a sequence is double the position value,Numerical Sequences & Patterns,Medium,Basic Operation Confusions,8,Fundamental_Arithmetic,1
389,"![The first three terms of a sequence represented using boxes. The first term is made of 3 boxes arranged with 2 on the base and one box above the furthers left box. The second term is the same pattern as the first but with two additional boxes added to the left hand side of the shape, one on top of the other. The third pattern is the second pattern with an additional two boxes added to the left hand side of the shape, one above the other again.]() \begin{tabular}{|l|c|c|c|}
\hline Position & \( 1 \) & \( 2 \) & \( 3 \) \\
\hline Term & \(  \) & \( \bigstar \) & \(  \) \\
\hline
\end{tabular} What value should replace the star?","Match linear sequences to other representations, such as tables and graphs",Linear Sequences (nth term),C,\( 5 \),D,"1559    \( 7 \)
Name: AnswerText, dtype: object",False,1631,When asked for a specific term in a sequence gives the term after,Numerical Sequences & Patterns,Medium,Basic Operation Confusions,8,Fundamental_Arithmetic,1
390,What is \( 5.5 \% \) of \( 400 \) ?,Calculate percentage of an amount mentally where the percent is a decimal,Percentages of an Amount,A,\( 22 \),C,"1562    \( 5.5 \)
Name: AnswerText, dtype: object",False,2138,Does not understand a percentage can be applied to something not out of 100,Core Mathematical Fundamentals,Easy,Simplification & Conversion Errors,9,Data_Conversions,5
390,What is \( 5.5 \% \) of \( 400 \) ?,Calculate percentage of an amount mentally where the percent is a decimal,Percentages of an Amount,A,\( 22 \),D,"1563    \( 220 \)
Name: AnswerText, dtype: object",False,1070,Believes that dividing by 10 gives 1%,Core Mathematical Fundamentals,Easy,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
